product_code,product_category,product_subcategory,description,unit_price,unit_cost,shipping_cost_per_unit,length_in,width_in,height_in,weight_lbs,cubic_ft
OFF-PA-10001170,Office Supplies,Paper,"Xerox Cards & Envelopes, Multicolor",30.92,26.92,5.49,11.26,8.97,2.4,7.92,0.14
OFF-PA-10001178,Office Supplies,Paper,"Enermax Note Cards, 8.5 x 11",18.94,10.8,1.15,11.04,8.95,2.86,2.55,0.164
OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,5.98,3.05,0.67,11.32,8.87,2.4,3.72,0.139
OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,4.02,2.7,0.65,11.25,8.82,1.03,2.9,0.059
OFF-PA-10001212,Office Supplies,Paper,"Xerox Message Books, Recycled",20.28,14.01,2.43,11.34,8.68,2.82,7.66,0.161
OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,5.28,2.9,0.92,11.15,8.58,2.24,4.77,0.124
OFF-PA-10001223,Office Supplies,Paper,"SanDisk Cards & Envelopes, Premium",48.42,30.03,2.49,11.24,8.59,2.74,3.32,0.153
OFF-PA-10001236,Office Supplies,Paper,"Enermax Message Books, Recycled",22.41,21.09,3.12,11.09,8.87,1.07,2.73,0.061
OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,5.98,3.05,1.82,11.1,8.54,1.06,2.76,0.058
OFF-PA-10001246,Office Supplies,Paper,Xerox 215,6.48,3.37,0.8,11.28,8.56,2.7,6.09,0.151
OFF-PA-10001258,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",49.8,45.33,2.27,11.36,8.53,1.38,4.87,0.077
OFF-PA-10001259,Office Supplies,Paper,"Green Bar Note Cards, 8.5 x 11",17.42,16.25,2.49,11.47,8.53,2.78,3.64,0.157
OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",8.01,4.41,0.4,11.4,8.64,2.22,7.23,0.127
OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,3.65,1.93,0.47,11.5,8.5,2.4,3.93,0.136
OFF-PA-10001275,Office Supplies,Paper,"Xerox Note Cards, Multicolor",24.9,16.31,2.42,11.46,8.81,1.41,6.71,0.082
OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,47.9,24.91,10.71,11.31,8.83,3.74,7.02,0.216
OFF-PA-10001283,Office Supplies,Paper,"Green Bar Parchment Paper, Premium",11.12,6.46,1.09,11.12,8.61,1.53,4.79,0.085
OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,38.76,19.77,0.93,11.38,8.5,1.51,4.55,0.085
OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,6.48,3.37,0.21,11.31,8.96,2.38,4.81,0.14
OFF-PA-10001294,Office Supplies,Paper,"Enermax Cards & Envelopes, Multicolor",48.51,41.73,4.46,11.1,8.75,1.16,4.61,0.065
OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,18.97,9.86,1.33,11.26,8.78,0.79,7.18,0.045
OFF-PA-10001301,Office Supplies,Paper,"SanDisk Computer Printout Paper, Multicolor",15.1,26.65,2.15,11.47,8.76,2.15,3.5,0.125
OFF-PA-10001302,Office Supplies,Paper,"Eaton Memo Slips, Recycled",7.79,6.44,0.61,11.06,8.71,1.92,3.36,0.107
OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",3.16,1.94,0.48,11.3,8.98,2.96,6.36,0.174
OFF-PA-10001323,Office Supplies,Paper,"Eaton Note Cards, 8.5 x 11",26.49,21.75,2.4,11.39,8.88,2.07,4.58,0.121
OFF-PA-10001327,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled",25.14,43.54,1.38,11.25,8.62,2.86,6.96,0.161
OFF-PA-10001348,Office Supplies,Paper,"Eaton Note Cards, Multicolor",30.72,18.45,9.7,11.24,8.8,1.72,7.69,0.098
OFF-PA-10001351,Office Supplies,Paper,"Enermax Message Books, Multicolor",13.95,11.81,2.59,11.01,8.51,2.86,2.93,0.155
OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,47.9,24.91,10.31,11.06,8.53,2.06,3.75,0.112
OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,12.28,6.51,0.68,11.35,8.65,2.39,7.64,0.136
OFF-PA-10001370,Office Supplies,Paper,"SanDisk Parchment Paper, 8.5 x 11",10.58,18.31,1.26,11.39,8.74,1.12,5.67,0.065
OFF-PA-10001371,Office Supplies,Paper,"Xerox Computer Printout Paper, 8.5 x 11",30.48,27.75,5.69,11.17,8.71,2.35,2.64,0.132
OFF-PA-10001385,Office Supplies,Paper,"Xerox Memo Slips, 8.5 x 11",11.78,8.72,2.26,11.01,8.53,2.96,7.97,0.161
OFF-PA-10001409,Office Supplies,Paper,"Green Bar Memo Slips, Multicolor",4.3,8.22,0.52,11.11,8.66,1.88,6.98,0.105
OFF-PA-10001421,Office Supplies,Paper,"Green Bar Memo Slips, 8.5 x 11",12.25,10.16,1.32,11.13,8.71,1.51,7.46,0.085
OFF-PA-10001445,Office Supplies,Paper,"Eaton Cards & Envelopes, Multicolor",46.59,24.24,4.05,11.27,8.8,1.74,7.02,0.1
OFF-PA-10001448,Office Supplies,Paper,"Xerox Note Cards, Recycled",6.41,12.72,0.36,11.27,8.92,2.97,4.54,0.173
OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,4.98,2.54,0.75,11.4,8.55,1.67,2.68,0.094
OFF-PA-10001456,Office Supplies,Paper,"Eaton Memo Slips, 8.5 x 11",11.92,11.1,1.69,11.3,8.95,1.49,3.04,0.087
OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,15.04,8.12,1.42,11.03,8.63,1.15,7.2,0.063
OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),6.68,3.47,1.06,11.05,8.72,2.42,3.8,0.135
OFF-PA-10001466,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",30.69,16.59,5.11,11.47,8.64,1.23,7.92,0.071
OFF-PA-10001470,Office Supplies,Paper,"Green Bar Message Books, 8.5 x 11",18.62,11.36,0.63,11.46,8.96,1.83,5.36,0.109
OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,7.31,3.95,0.16,11.03,8.79,1.69,5.03,0.095
OFF-PA-10001492,Office Supplies,Paper,"Enermax Note Cards, Premium",29.91,23.64,7.73,11.2,8.83,2.5,2.19,0.143
OFF-PA-10001495,Office Supplies,Paper,"Xerox Parchment Paper, Recycled",8.78,8.26,1.14,11.07,8.84,2.72,3.53,0.154
OFF-PA-10001497,Office Supplies,Paper,"Xerox Note Cards, 8.5 x 11",30.51,30.21,4.97,11.04,8.8,1.25,5.36,0.07
OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",8.95,4.83,0.5,11.1,8.67,1.15,2.66,0.064
OFF-PA-10001516,Office Supplies,Paper,"Xerox Note Cards, Recycled",10.11,12.92,3.16,11.24,8.59,2.36,4.73,0.132
OFF-PA-10001523,Office Supplies,Paper,"Enermax Cards & Envelopes, Premium",23.05,32.95,3.75,11.5,8.51,1.65,6.56,0.093
OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,3.78,2.34,0.18,11.16,8.69,2.42,5.78,0.136
OFF-PA-10001531,Office Supplies,Paper,"Eaton Parchment Paper, 8.5 x 11",8.31,9.01,1.01,11.45,8.87,2.1,2.36,0.123
OFF-PA-10001534,Office Supplies,Paper,Xerox 230,6.48,3.37,0.02,11.12,8.89,2.1,3.1,0.12
OFF-PA-10001536,Office Supplies,Paper,"SanDisk Message Books, 8.5 x 11",27.96,14.28,4.43,11.39,8.88,2.43,7.55,0.142
OFF-PA-10001537,Office Supplies,Paper,"Green Bar Note Cards, 8.5 x 11",14.35,16.75,1.47,11.32,8.78,1.85,4.65,0.106
OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4Â” x 11Â”",6.04,3.2,0.48,11.36,8.54,1.4,5.1,0.079
OFF-PA-10001569,Office Supplies,Paper,Xerox 232,6.48,3.37,0.62,11.11,8.79,2.24,2.84,0.127
OFF-PA-10001576,Office Supplies,Paper,"Eaton Memo Slips, Multicolor",10.1,9.1,2.28,11.48,8.64,2.72,2.73,0.156
OFF-PA-10001578,Office Supplies,Paper,"Eaton Computer Printout Paper, Multicolor",27.96,17.64,3.15,11.06,8.61,2.91,3.04,0.16
OFF-PA-10001583,Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",7.35,3.9,0.58,11.04,8.93,1.72,3.85,0.098
OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,4.58,3.09,0.23,11.07,8.93,1.79,3.75,0.102
OFF-PA-10001595,Office Supplies,Paper,"Enermax Memo Slips, 8.5 x 11",19.8,19.8,1.36,11.08,8.56,1.6,5.31,0.088
OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,3.29,1.78,0.13,11.4,8.86,2.94,5.42,0.172
OFF-PA-10001620,Office Supplies,Paper,"SanDisk Memo Slips, Recycled",16.89,9.99,2.94,11.47,8.66,1.74,2.93,0.1
OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54,2.5,0.35,11.03,8.91,2.18,6.26,0.124
OFF-PA-10001639,Office Supplies,Paper,Xerox 203,4.98,3.17,0.69,11.26,8.69,2.18,2.18,0.123
OFF-PA-10001650,Office Supplies,Paper,"Xerox Message Books, Premium",20.37,11.01,0.85,11.49,8.94,1.77,6.74,0.105
OFF-PA-10001653,Office Supplies,Paper,"Green Bar Memo Slips, Multicolor",16.42,15.71,5.63,11.48,8.53,2.8,3.77,0.159
OFF-PA-10001656,Office Supplies,Paper,"SanDisk Parchment Paper, 8.5 x 11",13.9,10.44,0.93,11.45,8.76,1.42,4.07,0.082
OFF-PA-10001661,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",33.93,30.21,4.56,11.45,8.92,2.62,4.62,0.155
OFF-PA-10001662,Office Supplies,Paper,"Green Bar Note Cards, Premium",29.79,19.08,0.87,11.11,8.62,1.47,3.35,0.081
OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),5.98,3.29,0.54,11.08,8.79,1.8,5.75,0.101
OFF-PA-10001685,Office Supplies,Paper,"Eaton Parchment Paper, Recycled",8.92,5.54,1.04,11.23,8.83,2.55,7.89,0.146
OFF-PA-10001686,Office Supplies,Paper,"SanDisk Memo Slips, Premium",16.98,10.53,4.32,11.07,8.55,1.2,7.37,0.066
OFF-PA-10001691,Office Supplies,Paper,"Green Bar Note Cards, Premium",17.47,26.12,0.65,11.42,8.87,1.29,4.03,0.076
OFF-PA-10001708,Office Supplies,Paper,"Green Bar Note Cards, Premium",20.8,16.44,1.54,11.14,8.5,2.04,2.19,0.112
OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,9.99,5.49,3.23,11.27,8.65,2.3,4.93,0.13
OFF-PA-10001720,Office Supplies,Paper,"Xerox Parchment Paper, Multicolor",13.1,9.02,1.75,11.02,8.82,2.47,4.41,0.139
OFF-PA-10001722,Office Supplies,Paper,"SanDisk Message Books, Premium",23.82,17.64,6.88,11.21,8.64,2.83,5.01,0.159
OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,30.81,19.57,4.34,11.25,8.81,1.02,4.29,0.059
OFF-PA-10001733,Office Supplies,Paper,"Xerox Memo Slips, Recycled",13.44,8.49,2.15,11.4,8.7,1.84,7.84,0.106
OFF-PA-10001735,Office Supplies,Paper,"Xerox Cards & Envelopes, 8.5 x 11",49.11,41.28,5.84,11.4,8.56,2.82,7.49,0.159
OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,28.15,18.58,1.99,11.27,9.0,2.22,5.71,0.13
OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",7.04,3.73,1.56,11.42,8.84,1.24,5.95,0.072
OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),4.98,2.54,0.23,11.06,8.89,2.47,9.91,0.141
OFF-PA-10001758,Office Supplies,Paper,"Enermax Note Cards, Premium",28.5,25.65,2.18,11.09,8.82,1.46,5.61,0.083
OFF-PA-10001761,Office Supplies,Paper,"Eaton Message Books, Multicolor",14.66,9.4,1.19,11.17,8.98,2.9,7.62,0.168
OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,9.99,5.49,0.93,11.17,8.99,1.56,3.99,0.091
OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",9.27,4.91,0.35,11.45,8.88,1.23,4.51,0.072
OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,38.23,24.78,3.33,11.16,8.9,1.92,6.91,0.11
OFF-PA-10001795,Office Supplies,Paper,"Green Bar Message Books, Premium",23.79,21.42,4.16,11.29,8.69,1.97,5.78,0.112
OFF-PA-10001800,Office Supplies,Paper,Xerox 220,4.98,3.17,0.81,11.45,8.91,1.97,5.54,0.116
OFF-PA-10001801,Office Supplies,Paper,"Xerox Memo Slips, Premium",3.01,4.1,0.23,11.49,8.75,2.75,5.14,0.16
OFF-PA-10001804,Office Supplies,Paper,Xerox 195,5.14,3.27,0.32,11.39,8.59,1.4,3.27,0.079
OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,48.04,24.98,2.43,11.41,8.65,1.25,5.83,0.071
OFF-PA-10001818,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",33.93,26.13,4.47,11.31,8.86,2.54,5.51,0.147
OFF-PA-10001826,Office Supplies,Paper,Xerox 207,6.48,3.37,0.77,11.27,8.67,2.13,5.6,0.12
OFF-PA-10001835,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",30.44,33.83,2.29,11.36,8.71,1.87,4.82,0.107
OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,4.98,3.17,0.28,11.23,8.67,1.53,5.16,0.086
OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88,3.0,1.46,11.05,8.52,1.01,4.69,0.055
OFF-PA-10001844,Office Supplies,Paper,"Eaton Message Books, 8.5 x 11",22.15,13.76,4.2,11.19,8.95,2.74,5.86,0.159
OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,5.78,2.95,0.86,11.17,8.65,1.56,4.82,0.087
OFF-PA-10001849,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled",28.6,43.61,2.55,11.41,8.54,1.28,7.37,0.072
OFF-PA-10001850,Office Supplies,Paper,"Eaton Note Cards, Premium",26.58,18.63,2.29,11.41,8.75,1.36,2.18,0.079
OFF-PA-10001858,Office Supplies,Paper,"SanDisk Message Books, Multicolor",25.23,21.21,0.8,11.28,8.77,1.38,6.69,0.079
OFF-PA-10001869,Office Supplies,Paper,"Green Bar Computer Printout Paper, 8.5 x 11",33.9,28.83,3.55,11.06,8.94,1.96,3.8,0.112
OFF-PA-10001870,Office Supplies,Paper,Xerox 202,6.48,3.37,0.5,11.08,8.56,1.34,5.86,0.074
OFF-PA-10001878,Office Supplies,Paper,"Enermax Cards & Envelopes, Premium",31.4,27.64,1.24,11.27,8.97,1.11,7.1,0.065
OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,3.9,0.45,11.3,8.64,1.35,6.24,0.076
OFF-PA-10001905,Office Supplies,Paper,"Eaton Message Books, Recycled",20.49,17.64,2.64,11.26,8.65,1.25,2.41,0.07
OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,6.48,3.3,0.73,11.25,8.84,2.21,3.53,0.127
OFF-PA-10001937,Office Supplies,Paper,Xerox 21,4.98,3.17,0.59,11.2,8.83,2.97,3.84,0.17
OFF-PA-10001944,Office Supplies,Paper,"SanDisk Computer Printout Paper, Premium",29.79,27.42,1.85,11.13,8.92,1.3,2.28,0.075
OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,5.98,3.05,0.82,11.36,8.53,2.64,5.36,0.148
OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,6.47,4.39,0.77,11.25,8.73,2.17,4.14,0.123
OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,22.84,12.33,1.53,11.41,8.9,1.44,6.89,0.085
OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,22.84,12.33,4.1,11.13,8.98,1.37,6.36,0.079
OFF-PA-10001968,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",15.8,19.48,1.73,11.0,8.84,2.61,5.26,0.147
OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,9.62,6.31,0.86,11.47,8.52,1.4,2.7,0.079
OFF-PA-10001971,Office Supplies,Paper,"Eaton Cards & Envelopes, Premium",22.09,31.15,4.07,11.46,8.83,1.06,5.11,0.062
OFF-PA-10001972,Office Supplies,Paper,Xerox 214,6.48,3.37,0.51,11.49,8.66,1.83,6.94,0.105
OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.48,28.85,4.16,11.04,8.98,1.22,3.39,0.07
OFF-PA-10001979,Office Supplies,Paper,"Enermax Message Books, Premium",11.46,15.52,0.46,11.43,8.81,1.74,2.51,0.101
OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",17.78,11.94,6.18,11.0,8.98,2.25,6.5,0.129
OFF-PA-10002001,Office Supplies,Paper,Xerox 1984,6.48,3.3,0.54,11.4,8.95,1.04,6.37,0.061
OFF-PA-10002005,Office Supplies,Paper,Xerox 225,4.98,3.17,0.7,11.35,8.64,2.4,2.76,0.136
OFF-PA-10002011,Office Supplies,Paper,"SanDisk Parchment Paper, Premium",6.28,8.64,0.87,11.12,8.58,2.08,2.91,0.115
OFF-PA-10002022,Office Supplies,Paper,"Xerox Message Books, 8.5 x 11",12.52,23.32,1.36,11.2,8.97,1.13,2.25,0.066
OFF-PA-10002033,Office Supplies,Paper,"Green Bar Cards & Envelopes, 8.5 x 11",35.02,22.78,4.53,11.14,8.52,2.74,3.64,0.15
OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,4.98,3.1,0.62,11.43,8.82,1.15,5.51,0.067
OFF-PA-10002040,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",49.8,43.83,7.3,11.02,8.77,2.06,3.31,0.115
OFF-PA-10002043,Office Supplies,Paper,"SanDisk Cards & Envelopes, 8.5 x 11",52.56,38.37,4.31,11.28,8.53,2.76,5.21,0.154
OFF-PA-10002047,Office Supplies,Paper,"Green Bar Cards & Envelopes, 8.5 x 11",28.44,45.78,6.18,11.19,8.59,2.83,7.71,0.157
OFF-PA-10002073,Office Supplies,Paper,"Green Bar Parchment Paper, 8.5 x 11",20.82,12.72,3.08,11.46,8.6,1.34,5.53,0.076
OFF-PA-10002101,Office Supplies,Paper,"Xerox Parchment Paper, Multicolor",14.67,9.12,0.93,11.39,8.89,2.82,4.01,0.165
OFF-PA-10002105,Office Supplies,Paper,Xerox 223,6.48,3.37,0.51,11.12,8.9,1.08,7.57,0.062
OFF-PA-10002109,Office Supplies,Paper,"SanDisk Message Books, Premium",12.15,23.35,2.44,11.08,8.86,2.81,2.57,0.16
OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,54.96,28.03,6.65,11.34,9.0,2.59,7.23,0.153
OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% RÃ©sumÃ© Paper, 24lb.",7.78,4.28,0.35,11.43,8.71,2.88,3.83,0.166
OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,4.42,2.75,1.38,11.24,8.53,1.86,3.19,0.103
OFF-PA-10002193,Office Supplies,Paper,"Xerox Memo Slips, 8.5 x 11",4.11,8.12,0.1,11.37,8.77,2.62,3.22,0.151
OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,4.98,3.1,0.7,11.4,8.8,1.59,6.73,0.092
OFF-PA-10002196,Office Supplies,Paper,"Green Bar Message Books, Recycled",11.35,14.68,1.37,11.3,8.92,1.5,4.04,0.087
OFF-PA-10002218,Office Supplies,Paper,"Enermax Note Cards, Multicolor",32.64,30.69,2.72,11.34,8.96,1.36,5.39,0.08
OFF-PA-10002219,Office Supplies,Paper,"SanDisk Parchment Paper, Multicolor",6.85,5.9,0.7,11.04,8.77,1.39,4.92,0.078
OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",22.84,12.33,2.41,11.42,8.91,2.19,4.55,0.129
OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,4.98,2.54,0.79,11.08,8.53,1.84,5.0,0.101
OFF-PA-10002231,Office Supplies,Paper,"Green Bar Computer Printout Paper, Premium",7.34,19.06,0.65,11.38,8.89,1.48,3.02,0.087
OFF-PA-10002237,Office Supplies,Paper,"Enermax Memo Slips, 8.5 x 11",13.2,6.88,0.8,11.11,8.91,1.91,4.48,0.109
OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,5.98,3.29,0.62,11.26,8.65,1.12,4.31,0.063
OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",6.45,3.29,0.82,11.18,8.66,2.9,5.85,0.162
OFF-PA-10002248,Office Supplies,Paper,"Green Bar Memo Slips, 8.5 x 11",21.09,10.77,2.66,11.17,8.91,1.88,4.4,0.108
OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,4.5,2.85,0.31,11.42,8.72,2.81,5.13,0.162
OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,20.9,14.05,1.39,11.21,8.93,1.72,4.81,0.1
OFF-PA-10002258,Office Supplies,Paper,"Green Bar Message Books, 8.5 x 11",6.85,10.76,0.38,11.06,8.82,1.73,2.64,0.098
OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",8.75,5.62,0.85,11.23,8.6,1.5,2.3,0.084
OFF-PA-10002262,Office Supplies,Paper,Xerox 192,6.48,3.37,0.53,11.46,8.94,2.2,3.48,0.13
OFF-PA-10002292,Office Supplies,Paper,"SanDisk Computer Printout Paper, Recycled",29.7,16.35,2.71,11.43,8.63,2.27,5.44,0.13
OFF-PA-10002295,Office Supplies,Paper,"Xerox Cards & Envelopes, 8.5 x 11",19.24,20.56,0.48,11.38,8.89,1.76,4.85,0.103
OFF-PA-10002303,Office Supplies,Paper,"Eaton Parchment Paper, Multicolor",9.92,9.84,0.57,11.3,8.82,2.38,6.33,0.137
OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,38.76,19.77,1.44,11.24,8.59,1.05,3.12,0.059
OFF-PA-10002328,Office Supplies,Paper,"Eaton Memo Slips, Recycled",9.1,8.56,0.47,11.35,8.97,1.07,3.44,0.063
OFF-PA-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",4.98,3.1,0.57,11.03,8.73,1.13,3.23,0.063
OFF-PA-10002338,Office Supplies,Paper,"Green Bar Parchment Paper, Recycled",16.59,8.97,0.92,11.36,8.53,2.06,3.89,0.116
OFF-PA-10002352,Office Supplies,Paper,"Eaton Parchment Paper, Premium",13.47,11.19,1.18,11.49,8.82,2.8,6.96,0.164
OFF-PA-10002356,Office Supplies,Paper,"Xerox Parchment Paper, Recycled",13.17,7.26,2.33,11.26,8.55,2.3,2.01,0.128
OFF-PA-10002360,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",22.62,22.18,1.86,11.31,8.62,2.97,3.63,0.168
OFF-PA-10002363,Office Supplies,Paper,"Eaton Message Books, Recycled",13.66,9.44,0.99,11.13,8.78,2.1,6.06,0.119
OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,6.48,3.37,0.45,11.01,8.74,1.54,6.88,0.086
OFF-PA-10002369,Office Supplies,Paper,"Eaton Parchment Paper, Multicolor",14.88,11.61,1.9,11.26,8.85,2.08,5.32,0.12
OFF-PA-10002370,Office Supplies,Paper,"Xerox Parchment Paper, Recycled",11.75,12.02,0.6,11.34,8.81,1.56,6.91,0.09
OFF-PA-10002371,Office Supplies,Paper,"Green Bar Message Books, 8.5 x 11",27.93,17.88,1.77,11.29,8.81,1.68,4.62,0.097
OFF-PA-10002372,Office Supplies,Paper,"SanDisk Computer Printout Paper, Recycled",19.8,17.04,2.16,11.03,8.81,2.27,2.69,0.128
OFF-PA-10002373,Office Supplies,Paper,"Enermax Parchment Paper, Premium",13.75,15.29,1.12,11.42,8.82,1.53,5.43,0.089
OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",5.68,3.12,0.33,11.17,8.84,1.8,6.23,0.103
OFF-PA-10002382,Office Supplies,Paper,"Eaton Note Cards, Premium",18.66,16.24,0.98,11.37,8.51,1.28,2.58,0.072
OFF-PA-10002394,Office Supplies,Paper,"Eaton Computer Printout Paper, Recycled",26.46,18.0,2.66,11.29,8.88,1.6,2.3,0.093
OFF-PA-10002396,Office Supplies,Paper,"Eaton Memo Slips, 8.5 x 11",17.88,13.08,2.98,11.34,8.89,1.91,5.94,0.111
OFF-PA-10002416,Office Supplies,Paper,"Xerox Memo Slips, 8.5 x 11",10.2,16.76,1.21,11.39,8.66,1.79,5.36,0.102
OFF-PA-10002418,Office Supplies,Paper,"Green Bar Message Books, Multicolor",16.8,14.96,0.0,11.29,8.54,1.92,6.85,0.107
OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,22.57,11.74,3.61,11.01,8.54,1.26,3.89,0.069
OFF-PA-10002461,Office Supplies,Paper,"Eaton Parchment Paper, Multicolor",14.88,10.44,1.21,11.11,8.76,2.56,4.06,0.144
OFF-PA-10002464,Office Supplies,Paper,"Green Bar Computer Printout Paper, Multicolor",20.78,19.12,7.97,11.3,8.89,1.89,4.79,0.11
OFF-PA-10002473,Office Supplies,Paper,"SanDisk Note Cards, Multicolor",22.64,20.16,2.91,11.23,8.77,1.08,2.43,0.062
OFF-PA-10002477,Office Supplies,Paper,"Enermax Message Books, Multicolor",21.42,12.11,2.34,11.39,8.7,1.85,7.12,0.106
OFF-PA-10002479,Office Supplies,Paper,"Enermax Cards & Envelopes, 8.5 x 11",46.02,26.57,4.03,11.37,8.62,2.27,6.84,0.129
OFF-PA-10002488,Office Supplies,Paper,"Xerox Message Books, Multicolor",14.52,11.92,2.54,11.41,8.72,1.36,2.73,0.078
OFF-PA-10002499,Office Supplies,Paper,Xerox 1890,48.94,24.47,3.44,11.32,8.99,2.99,4.11,0.176
OFF-PA-10002514,Office Supplies,Paper,"Xerox Memo Slips, Premium",12.08,9.11,0.04,11.19,8.91,2.75,5.25,0.159
OFF-PA-10002516,Office Supplies,Paper,"Enermax Cards & Envelopes, 8.5 x 11",51.24,46.65,1.97,11.33,8.95,1.4,7.47,0.082
OFF-PA-10002520,Office Supplies,Paper,"Green Bar Cards & Envelopes, Recycled",43.37,24.56,5.14,11.34,8.77,1.2,6.17,0.069
OFF-PA-10002522,Office Supplies,Paper,"Green Bar Note Cards, 8.5 x 11",11.48,16.84,0.86,11.18,8.73,1.86,2.66,0.105
OFF-PA-10002524,Office Supplies,Paper,"Enermax Note Cards, 8.5 x 11",25.47,16.4,7.03,11.45,8.73,2.06,3.51,0.119
